00000000455;00000000196;к
00000000515;00000000196;к
00000000533;00000000196;к
00000000456;00000000197;к
00000000516;00000000197;к
00000000534;00000000197;к
00000000457;00000000198;к
00000000517;00000000198;к
00000000535;00000000198;к
00000000458;00000000199;к
00000000518;00000000199;к
00000000536;00000000199;к
00000000459;00000000200;к
00000000519;00000000200;к
00000000537;00000000200;к
00000000460;00000000201;к
00000000520;00000000201;к
00000000538;00000000201;к
00000000449;00000000202;к
00000000524;00000000202;к
00000000539;00000000202;к
00000000450;00000000203;к
00000000526;00000000203;к
00000000540;00000000203;к
00000000451;00000000204;к
00000000525;00000000204;к
00000000541;00000000204;к
00000000452;00000000205;к
00000000527;00000000205;к
00000000542;00000000205;к
00000000453;00000000206;к
00000000521;00000000206;к
00000000543;00000000206;к
00000000454;00000000207;к
00000000522;00000000207;к
00000000544;00000000207;к
b0100014115;00000000208;а
00000004837;00000000208;а
b0100014117;00000000210;а
00000004781;00000000210;а
00000007243;00000000210;а
b0100014118;00000000211;а
00000008090;00000000211;а
00000010701;00000000211;а
b0100014119;00000000212;а
00000010700;00000000212;а
b0100032256;00000000214;а
b9300049623;00000000214;а
b0100012285;00000000214;а
b9300049625;00000000215;а
b0100012286;00000000215;а
b0100033403;00000000216;а
b0100012287;00000000216;а
b0100012288;00000000217;а
b0100012289;00000000218;а
b0200038854;00000000219;а
b0100012290;00000000219;а
b0100012263;00000000220;а
b0100033196;00000000220;а
b0100012267;00000000221;а
b0100012268;00000000222;а
00000000226;00000000223;а
00000001203;00000000225;а
00000000223;00000000226;а
b0100012264;00000000226;а
b0100012894;00000000227;к
b0100005374;00000000227;к
b9300043689;00000000227;к
b0100015711;00000000227;к
b0100030387;00000000227;к
b9300044573;00000000227;к
b9300043148;00000000227;к
b0100017237;00000000227;к
b0100017238;00000000227;к
b0100017258;00000000227;к
b0100017259;00000000227;к
b0100030188;00000000227;к
b0100015057;00000000227;к
b0100018353;00000000227;к
b0100018354;00000000227;к
b0100014596;00000000227;к
b0100012645;00000000227;к
b0100012670;00000000227;к
00000012969;00000000227;к
00000013833;00000000227;к
00000014277;00000000227;к
00000015299;00000000227;к
b0100027438;00000000227;к
b0100005047;00000000227;к
00000001522;00000000227;к
00000005349;00000000227;к
00000008817;00000000227;к
00000009230;00000000227;к
00000009773;00000000227;к
00000009774;00000000227;к
b0100007492;00000000227;к
00000000592;00000000227;к
00000000593;00000000227;к
00000000607;00000000227;к
00000000617;00000000227;к
00000000998;00000000227;к
b9300044809;00000000227;к
b9300041303;00000000227;к
b9300046608;00000000227;к
b0100014187;00000000227;к
b0100011673;00000000227;к
b0100012892;00000000228;к
b9300043690;00000000228;к
b0100020581;00000000228;к
b9300043147;00000000228;к
b0100017235;00000000228;к
b0100017236;00000000228;к
b0100017256;00000000228;к
b0100017257;00000000228;к
b0100036671;00000000228;к
b0100014960;00000000228;к
b0100018365;00000000228;к
b0100018366;00000000228;к
b0100024348;00000000228;к
b0100012643;00000000228;к
b0100012668;00000000228;к
00000014276;00000000228;к
00000015545;00000000228;к
b9300050438;00000000228;к
b0100032457;00000000228;к
b0100028787;00000000228;к
b0100005046;00000000228;к
00000011222;00000000228;к
00000011846;00000000228;к
00000012201;00000000228;к
00000012968;00000000228;к
00000013194;00000000228;к
00000013832;00000000228;к
00000001521;00000000228;к
00000007679;00000000228;к
00000009772;00000000228;к
00000010758;00000000228;к
00000000591;00000000228;к
00000000900;00000000228;к
00000000997;00000000228;к
00000001137;00000000228;к
00000001241;00000000228;а
00000001516;00000000228;к
b9300041302;00000000228;к
b9300046607;00000000228;к
b0100007749;00000000228;к
b0100007491;00000000228;к
00000000590;00000000228;к
b0100015389;00000000228;к
b0100030388;00000000228;к
b9300044572;00000000228;к
b9300044808;00000000228;к
b9300040127;00000000228;к
b9300040555;00000000228;к
b0100005321;00000000229;к
b9300043972;00000000229;к
b9300044810;00000000229;к
b9300040128;00000000229;к
b0100011954;00000000229;к
b0100017260;00000000229;к
b0100017261;00000000229;к
b0100036672;00000000229;к
b0200038860;00000000229;к
b0100032175;00000000229;к
b0100018355;00000000229;к
b0100014520;00000000229;к
b0100017240;00000000229;к
00000009231;00000000229;к
00000011848;00000000229;к
00000013012;00000000229;к
00000013251;00000000229;к
00000000647;00000000229;к
00000000775;00000000229;к
00000000828;00000000229;к
b0100012948;00000000252;а
b0100012950;00000000254;а
b0100007490;00000000260;а
b0100016419;00000000261;а
b0100005550;00000000261;а
b0100016420;00000000262;а
b9300045003;00000000262;а
b0100005551;00000000262;а
b0100016421;00000000263;а
b9300045004;00000000263;а
b0100005552;00000000263;а
b0100016422;00000000264;а
00000008009;00000000264;а
b0100005553;00000000264;а
00000008011;00000000265;а
00000008012;00000000266;а
b0100020100;00000000267;к
00000003909;00000000267;к
00000004559;00000000267;к
b0100026659;00000000267;к
b0100013202;00000000332;а
b0100013204;00000000332;а
b0100008914;00000000332;а
b0100008916;00000000333;а
b0100008919;00000000334;а
b0100013205;00000000335;а
b0100008917;00000000335;а
b0100028380;00000000341;а
b0100028380;00000000342;а
00000007659;00000000346;к
00000007804;00000000346;к
b9300044317;00000000361;а
b9300037915;00000000361;а
00000001872;00000000361;а
b0100028501;00000000361;а
b0100012748;00000000361;а
00000001881;00000000361;а
00000004857;00000000361;а
00000004875;00000000361;а
b9300044325;00000000362;а
b0100021837;00000000362;а
b0100014237;00000000362;а
00000001872;00000000362;а
00000001873;00000000362;а
00000001881;00000000362;а
00000001882;00000000362;а
00000004858;00000000362;а
00000004876;00000000362;а
b9300044329;00000000363;а
b0100021838;00000000363;а
00000001874;00000000363;а
00000001883;00000000363;а
00000004859;00000000363;а
00000004876;00000000363;а
00000004877;00000000363;а
b0100009803;00000000364;а
b9300044333;00000000364;а
b0100022638;00000000364;а
00000001876;00000000364;а
00000004861;00000000364;а
b0100014241;00000000364;а
b9300044335;00000000365;а
00000004862;00000000365;а
b9300048938;00000000367;а
b9300048940;00000000367;а
b0100000799;00000000367;а
00000000464;00000000367;к
00000000882;00000000367;а
00000001944;00000000367;к
b0100019645;00000000368;а
00000000685;00000000368;к
00000000786;00000000368;к
b0100018001;00000000368;а
00000002310;00000000369;а
00000007171;00000000369;а
b0100007866;00000000391;а
00000003309;00000000393;а
b0100003332;00000000413;а
00000002374;00000000414;а
b9300048053;00000000414;а
00000002376;00000000415;а
b9300048055;00000000415;а
00000002378;00000000416;а
00000002379;00000000417;а
00000002380;00000000418;а
00000002375;00000000419;а
b9300048054;00000000419;а
00000000429;00000000425;со
00000000430;00000000425;со
b0100015601;00000000427;со
00000005114;00000000428;со
00000005221;00000000428;со
00000000425;00000000429;со
00000008032;00000000429;со
00000000425;00000000430;со
00000008032;00000000430;со
00000002377;00000000433;а
b9300046871;00000000433;а
b0100020100;00000000438;к
b0100030946;00000000438;к
00000003909;00000000438;к
00000004559;00000000438;к
b0100026659;00000000438;к
b0100020100;00000000441;к
b0100030946;00000000441;к
00000003909;00000000441;к
00000000202;00000000449;к
00000000524;00000000449;к
00000000539;00000000449;к
00000000203;00000000450;к
00000000526;00000000450;к
00000000540;00000000450;к
00000000204;00000000451;к
00000000525;00000000451;к
00000000541;00000000451;к
00000000205;00000000452;к
00000000527;00000000452;к
00000000542;00000000452;к
00000000206;00000000453;к
00000000521;00000000453;к
00000000543;00000000453;к
00000000207;00000000454;к
00000000522;00000000454;к
00000000544;00000000454;к
00000000196;00000000455;к
00000000515;00000000455;к
00000000533;00000000455;к
00000000197;00000000456;к
00000000516;00000000456;к
00000000534;00000000456;к
00000000198;00000000457;к
00000000517;00000000457;к
00000000535;00000000457;к
00000000199;00000000458;к
00000000518;00000000458;к
00000000536;00000000458;к
00000000200;00000000459;к
00000000519;00000000459;к
00000000537;00000000459;к
00000000201;00000000460;к
00000000520;00000000460;к
00000000538;00000000460;к
00000000367;00000000464;со
00000000465;00000000464;со
00000000466;00000000464;а
00000000467;00000000464;а
00000000468;00000000464;со
b0100005768;00000000464;со
b0100024223;00000000464;со
00000000470;00000000464;а
00000000472;00000000464;со
00000000473;00000000464;со
00000000882;00000000464;со
00000004228;00000000464;а
00000000464;00000000465;со
00000001944;00000000465;со
00000000464;00000000466;со
00000001722;00000000466;со
00000001725;00000000466;со
00000001944;00000000466;со
00000000464;00000000467;со
00000001722;00000000467;со
00000001725;00000000467;со
00000001944;00000000467;со
00000000464;00000000468;со
00000001944;00000000468;со
00000000948;00000000469;а
00000003909;00000000469;к
00000005175;00000000469;со
b0100026659;00000000469;к
b9300053108;00000000470;а
00000000464;00000000470;к
00000001722;00000000470;к
00000001725;00000000470;к
00000001944;00000000470;к
00000000464;00000000472;со
00000001944;00000000472;со
b9300053886;00000000472;а
00000000464;00000000473;со
00000001944;00000000473;со
b9300053932;00000000473;а
00000004522;00000000483;а
00000003553;00000000484;а
00000004469;00000000485;а
00000013529;00000000486;а
00000011917;00000000488;а
00000015330;00000000489;а
00000011149;00000000490;а
00000011138;00000000491;а
00000010288;00000000493;а
00000010910;00000000494;а
00000014142;00000000495;а
00000014630;00000000496;а
00000001045;00000000497;а
00000008614;00000000498;а
00000005773;00000000499;а
00000011140;00000000500;а
00000011141;00000000502;а
b0100006899;00000000505;а
00000012995;00000000509;а
00000015289;00000000513;а
00000011918;00000000514;а
00000000196;00000000515;к
00000000455;00000000515;к
00000000533;00000000515;к
00000000197;00000000516;к
00000000456;00000000516;к
00000000534;00000000516;а
00000000198;00000000517;к
00000000457;00000000517;к
00000000535;00000000517;к
00000000199;00000000518;к
00000000458;00000000518;к
00000000536;00000000518;к
00000000200;00000000519;к
00000000459;00000000519;к
00000000537;00000000519;к
00000000201;00000000520;к
00000000460;00000000520;к
00000000538;00000000520;к
00000000206;00000000521;к
00000000453;00000000521;к
00000000543;00000000521;к
00000000207;00000000522;к
00000000454;00000000522;к
00000000544;00000000522;к
00000000202;00000000524;к
00000000449;00000000524;к
00000000539;00000000524;к
00000000204;00000000525;к
00000000451;00000000525;к
00000000541;00000000525;к
